,Unnamed: 0,place,time,pace,age,gender,location,state,divPlace,divTot
3863,3863,5711,101.12,10.112,55.0,F,Vienna VA,VA,98.0,236.0
3864,3864,9640,137.5,13.75,33.0,F,Carrboro NC,NC,2207.0,2228.0
3865,3865,1916,78.2,7.82,42.0,M,Chesapeake Beach MD,MD,238.0,931.0
3866,3866,9341,127.15,12.715,56.0,F,Manchester PA,PA,225.0,236.0
3867,3867,5318,97.33,9.733,32.0,M,Washington DC,DC,1138.0,1490.0
3868,3868,107,58.92,5.892,33.0,M,Concord NC,NC,33.0,1490.0
3869,3869,3074,91.77,9.177,42.0,F,Ashburn VA,VA,286.0,974.0
3870,3870,180,70.47,7.0470000000000015,34.0,F,Arlington VA,VA,44.0,2228.0
3871,3871,3463,86.8,8.68,32.0,M,Hyattsville MD,MD,764.0,1490.0
3872,3872,3605,93.82,9.382,25.0,F,Washington DC,DC,1109.0,2782.0
3873,3873,4238,90.82,9.082,25.0,M,Washington DC,DC,925.0,1457.0
3874,3874,5787,101.42,10.142,46.0,F,Bradford MA,MA,317.0,554.0
3875,3875,3126,85.05,8.505,28.0,M,Arlington VA,VA,701.0,1457.0
3876,3876,3410,93.15,9.315,43.0,F,Royersford PA,PA,318.0,974.0
3877,3877,478,66.65,6.665,36.0,M,Springfield VA,VA,67.0,1093.0
3878,3878,3970,95.13,9.513,22.0,F,Schnecksville PA,PA,513.0,974.0
3879,3879,7817,110.93,11.093,41.0,F,Bowie MD,MD,767.0,974.0
3880,3880,7616,109.72,10.972,34.0,F,Silver Spring MD,MD,1706.0,2228.0
3881,3881,6016,103.02,10.302,50.0,M,Springfield VA,VA,392.0,483.0
3882,3882,6194,103.08,10.308,26.0,F,Crofton MD,MD,1893.0,2782.0
3883,3883,1270,74.12,7.412000000000001,28.0,M,Washington DC,DC,303.0,1457.0
3884,3884,4138,90.25,9.025,27.0,M,Silver Spring MD,MD,908.0,1457.0
3885,3885,316,73.58,7.358,43.0,F,Columbia MD,MD,25.0,974.0
3886,3886,1459,84.4,8.44,25.0,F,Washington DC,DC,470.0,2782.0
3887,3887,3125,91.95,9.195,37.0,F,Columbia MD,MD,413.0,1367.0
3888,3888,6120,102.77,10.277,29.0,F,Washington DC,DC,1870.0,2782.0
3889,3889,3014,84.57,8.457,32.0,M,Washington DC,DC,665.0,1490.0
3890,3890,4570,92.67,9.267,52.0,M,Warrenton VA,VA,300.0,483.0
3891,3891,5974,102.67,10.267,46.0,M,Waldorf MD,MD,532.0,648.0
3892,3892,941,71.47,7.147,27.0,M,Washington DC,DC,226.0,1457.0
3893,3893,7354,108.22,10.822,28.0,F,Long Island City NY,NY,2226.0,2782.0
3894,3894,6753,113.95,11.395,42.0,M,Fairfax VA,VA,882.0,931.0
3895,3895,6531,109.42,10.942,29.0,M,Washington DC,DC,1353.0,1457.0
3896,3896,1596,85.23,8.523,36.0,F,Bethesda MD,MD,206.0,1367.0
3897,3897,9395,128.27,12.827,38.0,F,Wilmington NC,NC,1306.0,1367.0
3898,3898,6812,115.35,11.535,36.0,M,Chantilly VA,VA,1034.0,1093.0
3899,3899,8238,114.02,11.402,41.0,F,Westminster MD,MD,806.0,974.0
3900,3900,3406,86.48,8.648,47.0,M,Silver Spring MD,MD,295.0,648.0
3901,3901,6177,102.98,10.298,30.0,F,Richmond VA,VA,1378.0,2228.0
3902,3902,5283,97.13,9.713,62.0,M,Lonaconing MD,MD,109.0,196.0
3903,3903,7488,108.93,10.893,52.0,F,Warrington PA,PA,287.0,397.0
3904,3904,654,68.73,6.872999999999998,25.0,M,Washington DC,DC,169.0,1457.0
3905,3905,3378,93.0,9.3,41.0,F,Alexandria VA,VA,316.0,974.0
3906,3906,5363,97.58,9.758,37.0,M,Fairfax VA,VA,825.0,1093.0
3907,3907,8326,114.52,11.452,26.0,F,Huntingdon Valley PA,PA,2460.0,2782.0
3908,3908,494,66.9,6.69,62.0,M,Gaithersburg MD,MD,3.0,196.0
3909,3909,3741,88.13,8.812999999999997,36.0,M,Baltimore MD,MD,579.0,1093.0
3910,3910,6427,108.0,10.8,25.0,M,Olney MD,MD,1330.0,1457.0
3911,3911,3798,88.4,8.84,35.0,M,Towson MD,MD,591.0,1093.0
3912,3912,5300,99.63,9.963,50.0,F,"Baltimore, MD",MD,171.0,397.0
3913,3913,999,81.17,8.117,28.0,F,Alexandria VA,VA,328.0,2782.0
3914,3914,9537,132.23,13.223,42.0,F,Washington DC,DC,951.0,974.0
3915,3915,2935,84.18,8.418,26.0,M,Arlington VA,VA,664.0,1457.0
3916,3916,4915,98.2,9.82,27.0,F,Arlington VA,VA,1529.0,2782.0
3917,3917,4229,95.97,9.597,33.0,F,Arlington VA,VA,931.0,2228.0
3918,3918,4669,97.38,9.738,28.0,F,Washington DC,DC,1456.0,2782.0
3919,3919,5077,95.75,9.575,25.0,M,Washington DC,DC,1089.0,1457.0
3920,3920,4821,94.23,9.423,31.0,M,Woodlawn VA,VA,1029.0,1490.0
3921,3921,5889,101.83,10.183,38.0,F,Olney MD,MD,792.0,1367.0
3922,3922,1154,82.3,8.23,29.0,F,Pittsburgh PA,PA,374.0,2782.0
3923,3923,5071,95.73,9.573,23.0,M,Arlington VA,VA,261.0,347.0
3924,3924,440,66.15,6.615,28.0,M,Brooklyn NY,NY,118.0,1457.0
3925,3925,400,75.0,7.5,42.0,F,Alexandria VA,VA,37.0,974.0
3926,3926,3393,93.05,9.305,34.0,F,Washington DC,DC,732.0,2228.0
3927,3927,5881,101.8,10.18,39.0,F,Annandale VA,VA,790.0,1367.0
3928,3928,8230,113.95,11.395,32.0,F,Alexandria VA,VA,1868.0,2228.0
3929,3929,1477,75.63,7.563,38.0,M,Falls Church VA,VA,222.0,1093.0
3930,3930,6200,103.1,10.31,34.0,F,Washington DC,DC,1384.0,2228.0
3931,3931,5022,98.58,9.858,43.0,F,Baltimore MD,MD,483.0,974.0
3932,3932,399,65.6,6.56,46.0,M,Silver Spring MD,MD,30.0,648.0
3933,3933,6917,106.13,10.613,24.0,F,Silver Spring MD,MD,771.0,974.0
3934,3934,4166,95.78,9.578,25.0,F,Washington DC,DC,1278.0,2782.0
3935,3935,4575,92.68,9.268,24.0,M,Washington DC,DC,231.0,347.0
3936,3936,3994,89.45,8.945,25.0,M,Alexandria VA,VA,874.0,1457.0
3937,3937,4123,95.65,9.565,41.0,F,Liverpool NY,NY,382.0,974.0
3938,3938,4795,97.77,9.777,55.0,F,Warwick NY,NY,71.0,236.0
3939,3939,6366,107.2,10.72,47.0,M,Fairfax VA,VA,568.0,648.0
3940,3940,6392,107.6,10.76,37.0,M,Mount Airy MD,MD,983.0,1093.0
3941,3941,2403,80.95,8.095,42.0,M,Frederick MD,MD,307.0,931.0
3942,3942,3398,86.45,8.645,62.0,M,Washington DC,DC,57.0,196.0
3943,3943,4521,92.38,9.238,29.0,M,North Attleboro MA,MA,983.0,1457.0
3944,3944,1776,86.22,8.622,26.0,F,Washington DC,DC,568.0,2782.0
3945,3945,1822,77.68,7.768,31.0,M,Alexandria VA,VA,410.0,1490.0
3946,3946,6188,104.87,10.487,53.0,M,Upper Marlboro MD,MD,414.0,483.0
3947,3947,3613,93.85,9.385,51.0,F,Dumfries VA,VA,117.0,397.0
3948,3948,3447,86.73,8.673,35.0,M,Johnstown PA,PA,523.0,1093.0
3949,3949,2867,90.92,9.092,24.0,F,Washington DC,DC,363.0,974.0
3950,3950,2407,80.97,8.097000000000001,24.0,M,Washington DC,DC,139.0,347.0
3951,3951,5063,95.7,9.57,34.0,M,Sunderland MD,MD,1085.0,1490.0
3952,3952,8118,113.03,11.303,56.0,F,Lancaster MA,MA,170.0,236.0
3953,3953,1905,78.12,7.812,51.0,M,Baltimore MD,MD,113.0,483.0
3954,3954,2220,79.83,7.983,37.0,M,National Harbor MD,MD,323.0,1093.0
3955,3955,1721,77.1,7.71,43.0,M,Silver Spring MD,MD,209.0,931.0
3956,3956,2041,87.45,8.745,26.0,F,Falls Church VA,VA,655.0,2782.0
3957,3957,4632,97.32,9.732,28.0,F,Arlington VA,VA,1441.0,2782.0
3958,3958,5398,97.83,9.783,36.0,M,Arlington VA,VA,828.0,1093.0
3959,3959,7623,109.78,10.978,42.0,F,Burke VA,VA,741.0,974.0
3960,3960,2002,78.62,7.862,40.0,M,Bronx NY,NY,249.0,931.0
3961,3961,160,60.53,6.053,25.0,M,Arlington VA,VA,53.0,1457.0
3962,3962,8819,118.73,11.873,25.0,F,Arlington VA,VA,2589.0,2782.0
3963,3963,6728,113.43,11.343,41.0,M,Durham NC,NC,878.0,931.0
3964,3964,886,70.98,7.098,55.0,M,Reston VA,VA,29.0,375.0
3965,3965,3313,92.73,9.273,25.0,F,Washington DC,DC,1042.0,2782.0
3966,3966,8483,115.58,11.558,30.0,F,Ellicott City MD,MD,1923.0,2228.0
3967,3967,2005,78.63,7.862999999999999,23.0,M,Washington DC,DC,121.0,347.0
3968,3968,6455,104.1,10.41,26.0,F,Washington DC,DC,1963.0,2782.0
3969,3969,5662,99.97,9.997,45.0,M,Ashburn VA,VA,494.0,648.0
3970,3970,2572,89.67,8.967,28.0,F,Washington DC,DC,815.0,2782.0
3971,3971,158,60.45,6.045,51.0,M,Shillington PA,PA,7.0,483.0
3972,3972,5264,97.02,9.702,31.0,M,Washington DC,DC,1122.0,1490.0
3973,3973,5332,97.4,9.74,33.0,M,Falls Church VA,VA,1142.0,1490.0
3974,3974,5463,100.2,10.02,33.0,F,Arlington VA,VA,1214.0,2228.0
3975,3975,8942,120.18,12.018,32.0,F,Arlingtom VA,VA,2023.0,2228.0
3976,3976,2347,88.68,8.868,48.0,F,Virginia Beach VA,VA,117.0,554.0
3977,3977,3474,93.35,9.335,43.0,F,Arlington VA,VA,325.0,974.0
3978,3978,9621,136.15,13.615,47.0,F,Derwood MD,MD,550.0,554.0
3979,3979,1276,74.17,7.417000000000002,45.0,M,Washington DC,DC,103.0,648.0
3980,3980,1771,86.18,8.618,33.0,F,Forest Hill MD,MD,392.0,2228.0
3981,3981,3679,87.82,8.782,25.0,M,Ashland MA,MA,809.0,1457.0
3982,3982,3176,92.2,9.22,23.0,F,Williamstown MA,MA,417.0,974.0
3983,3983,3573,93.72,9.372,40.0,F,Arlington VA,VA,335.0,974.0
3984,3984,1606,85.32,8.532,30.0,F,Washington DC,DC,359.0,2228.0
3985,3985,5384,97.72,9.772,32.0,M,Washington DC,DC,1153.0,1490.0
3986,3986,4449,92.07,9.207,51.0,M,Alexandria VA,VA,292.0,483.0
3987,3987,8800,118.55,11.855,27.0,F,Washington DC,DC,2581.0,2782.0
3988,3988,3444,93.25,9.325,33.0,F,Spring Run PA,PA,748.0,2228.0
3989,3989,6479,108.72,10.872,50.0,M,Plainfield NJ,NJ,439.0,483.0
3990,3990,6426,107.98,10.798,29.0,M,Olney MD,MD,1329.0,1457.0
3991,3991,4713,93.55,9.355,64.0,M,Lewes DE,DE,87.0,196.0
3992,3992,3793,94.47,9.447,29.0,F,Arlington VA,VA,1163.0,2782.0
3993,3993,4055,89.83,8.982999999999997,27.0,M,Washington DC,DC,891.0,1457.0
3994,3994,2743,83.02,8.302,35.0,M,Arlington VA,VA,397.0,1093.0
3995,3995,382,74.77,7.477,35.0,F,Woodbridge VA,VA,46.0,1367.0
3996,3996,3699,94.13,9.413,34.0,F,Washington DC,DC,800.0,2228.0
3997,3997,1621,76.48,7.648,54.0,M,Pittsburgh PA,PA,83.0,483.0
3998,3998,4880,94.62,9.462,27.0,M,Annandale VA,VA,1050.0,1457.0
3999,3999,1489,84.55,8.455,36.0,F,Arlington VA,VA,190.0,1367.0
4000,4000,2427,81.13,8.113,53.0,M,Columbia MD,MD,147.0,483.0
4001,4001,9561,133.22,13.322,25.0,F,Arlington VA,VA,2752.0,2782.0
4002,4002,353,64.82,6.482,26.0,M,Washington DC,DC,95.0,1457.0
4003,4003,8599,116.67,11.667,27.0,F,Falls Church VA,VA,2535.0,2782.0
4004,4004,5048,98.68,9.868,44.0,F,Clarksburg MD,MD,488.0,974.0
4005,4005,4925,94.85,9.485,48.0,M,Fairfax VA,VA,428.0,648.0
4006,4006,1828,86.43,8.642999999999999,27.0,F,Miami FL,FL,586.0,2782.0
4007,4007,1705,85.85,8.585,37.0,F,Alexandria VA,VA,217.0,1367.0
4008,4008,6797,105.5,10.55,34.0,F,Baltimore MD,MD,1517.0,2228.0
4009,4009,3531,87.08,8.708,40.0,M,Arlington VA,VA,453.0,931.0
4010,4010,6893,106.02,10.602,49.0,F,Baltimore MD,MD,380.0,554.0
4011,4011,3197,85.42,8.542,37.0,M,Royersford PA,PA,485.0,1093.0
4012,4012,6732,113.5,11.35,30.0,M,Baltimore MD,MD,1403.0,1490.0
4013,4013,5904,101.88,10.188,25.0,F,Arnold MD,MD,1799.0,2782.0
4014,4014,7727,110.38,11.038,35.0,F,Silver Spring MD,MD,1052.0,1367.0
4015,4015,8184,113.62,11.362,33.0,F,Washington DC,DC,1852.0,2228.0
4016,4016,218,62.25,6.225,53.0,M,Washington DC,DC,12.0,483.0
4017,4017,2580,82.05,8.205,52.0,M,Washington DC,DC,160.0,483.0
4018,4018,5390,97.75,9.775,43.0,M,Washington DC,DC,700.0,931.0
4019,4019,2653,82.53,8.253,40.0,M,Arlington VA,VA,342.0,931.0
4020,4020,4868,94.55,9.455,47.0,M,Bon Air VA,VA,423.0,648.0
4021,4021,8220,113.87,11.387,27.0,F,Washington DC,DC,2431.0,2782.0
4022,4022,1871,77.93,7.792999999999998,26.0,M,Bethesda MD,MD,443.0,1457.0
4023,4023,7142,133.5,13.35,33.0,M,Fairfax VA,VA,1480.0,1490.0
4024,4024,6056,102.55,10.255,58.0,F,Norwood MA,MA,106.0,236.0
4025,4025,2298,88.48,8.847999999999997,30.0,F,Washington DC,DC,513.0,2228.0
4026,4026,8813,118.65,11.865,28.0,F,Washington DC,DC,2585.0,2782.0
4027,4027,4013,95.25,9.525,24.0,F,Willowbrook IL,IL,519.0,974.0
4028,4028,3067,91.73,9.173,30.0,F,Astoria NY,NY,662.0,2228.0
4029,4029,3406,93.15,9.315,27.0,F,Arlington VA,VA,1060.0,2782.0
4030,4030,4435,96.67,9.667,54.0,F,Longmeadow MA,MA,147.0,397.0
4031,4031,5476,100.23,10.023,26.0,F,Arlington VA,VA,1694.0,2782.0
4032,4032,3429,86.57,8.657,40.0,M,Washington DC,DC,438.0,931.0
4033,4033,2955,91.28,9.128,41.0,F,South Riding VA,VA,275.0,974.0
4034,4034,2459,81.33,8.133,38.0,M,Washington DC,DC,354.0,1093.0
4035,4035,49,56.02,5.602,32.0,M,Columbia MD,MD,12.0,1490.0
4036,4036,7179,143.28,14.328,30.0,M,Centreville VA,VA,1490.0,1490.0
4037,4037,5281,97.13,9.713,31.0,M,Dover Plains NY,NY,1125.0,1490.0
4038,4038,7093,107.05,10.705,52.0,F,Bethel Park PA,PA,258.0,397.0
4039,4039,6714,112.95,11.295,33.0,M,Clinton MD,MD,1398.0,1490.0
4040,4040,534,67.38,6.738,59.0,M,Bethesda MD,MD,10.0,375.0
4041,4041,9281,125.85,12.585,31.0,F,Manassas VA,VA,2104.0,2228.0
4042,4042,8589,116.55,11.655,35.0,F,Arlington VA,VA,1186.0,1367.0
4043,4043,5600,99.42,9.942,26.0,M,Washington DC,DC,1182.0,1457.0
4044,4044,3054,84.77,8.477,31.0,M,Washington DC,DC,675.0,1490.0
4045,4045,8260,114.1,11.41,29.0,F,Woodbridge VA,VA,2439.0,2782.0
4046,4046,1129,82.12,8.212,24.0,F,Washington DC,DC,155.0,974.0
4047,4047,2883,91.0,9.1,23.0,F,Centennial CO,CO,369.0,974.0
4048,4048,5574,100.65,10.065,35.0,F,Darnestown MD,MD,753.0,1367.0
4049,4049,3329,92.8,9.28,29.0,F,Arlington VA,VA,1046.0,2782.0
4050,4050,5848,101.67,10.167,25.0,F,Silver Spring MD,MD,1788.0,2782.0
4051,4051,1262,74.07,7.407,30.0,M,Washington DC,DC,303.0,1490.0
4052,4052,4311,91.25,9.125,43.0,M,Leesburg VA,VA,565.0,931.0
4053,4053,243,62.9,6.29,50.0,M,Springfield VA,VA,13.0,483.0
4054,4054,570,67.78,6.778,55.0,M,Wheeling WV,WV,12.0,375.0
4055,4055,2810,90.68,9.068,52.0,F,Washington Grove MD,MD,88.0,397.0
4056,4056,7226,107.63,10.763,34.0,F,Annandale VA,VA,1613.0,2228.0
4057,4057,496,66.95,6.695,37.0,M,Washington DC,DC,71.0,1093.0
4058,4058,2831,90.78,9.078,34.0,F,Bethesda MD,MD,624.0,2228.0
4059,4059,6919,106.13,10.613,24.0,F,Arlington VA,VA,772.0,974.0
4060,4060,2934,84.18,8.418,31.0,M,Frederick MD,MD,647.0,1490.0
4061,4061,3756,94.35,9.435,32.0,F,Washington DC,DC,814.0,2228.0
4062,4062,4030,89.68,8.968,42.0,M,North Berwick ME,ME,509.0,931.0
4063,4063,2661,90.07,9.007,16.0,F,Washington DC,DC,28.0,83.0
4064,4064,4656,93.18,9.318,28.0,M,Arlington VA,VA,1010.0,1457.0
4065,4065,6036,102.45,10.245,26.0,F,Chevy Chase MD,MD,1841.0,2782.0
4066,4066,6110,104.05,10.405,34.0,M,Washington DC,DC,1292.0,1490.0
4067,4067,3185,85.38,8.538,27.0,M,Washington DC,DC,713.0,1457.0
4068,4068,4988,98.47,9.847,24.0,F,Alexandria VA,VA,608.0,974.0
4069,4069,2663,82.58,8.258,41.0,M,Washington DC,DC,346.0,931.0
4070,4070,4296,96.15,9.615,28.0,F,Jericho VT,VT,1323.0,2782.0
4071,4071,5150,99.03,9.903,25.0,F,Philadelphia PA,PA,1594.0,2782.0
4072,4072,5374,99.92,9.992,29.0,F,Arlington VA,VA,1658.0,2782.0
4073,4073,6059,102.55,10.255,27.0,F,Washington DC,DC,1847.0,2782.0
4074,4074,410,65.77,6.577000000000001,24.0,M,"Arlington, Va VA",VA,28.0,347.0
4075,4075,5716,100.35,10.035,61.0,M,Rochester NY,NY,129.0,196.0
4076,4076,4135,90.25,9.025,49.0,M,Washington DC,DC,361.0,648.0
4077,4077,2100,87.7,8.77,31.0,F,Springfiled VA,VA,467.0,2228.0
4078,4078,6759,105.35,10.535,20.0,F,Charlottesville VA,VA,763.0,974.0
4079,4079,9500,131.03,13.103,28.0,F,Washington DC,DC,2741.0,2782.0
4080,4080,8367,114.87,11.487,33.0,F,Washington DC,DC,1896.0,2228.0
4081,4081,7856,111.22,11.122,65.0,F,Alexandria VA,VA,23.0,35.0
4082,4082,832,79.75,7.975,27.0,F,Sterling VA,VA,277.0,2782.0
4083,4083,5449,98.18,9.818,40.0,M,Washington DC,DC,707.0,931.0
4084,4084,3316,86.02,8.602,39.0,M,Westminster MD,MD,503.0,1093.0
4085,4085,5114,98.93,9.893,24.0,F,Leesburg VA,VA,618.0,974.0
4086,4086,396,65.57,6.557,35.0,M,Washington DC,DC,51.0,1093.0
4087,4087,3306,85.95,8.595,25.0,M,Washington DC,DC,740.0,1457.0
4088,4088,1460,75.52,7.552,28.0,M,New York NY,NY,343.0,1457.0
4089,4089,3115,85.0,8.5,48.0,M,Fairfax Station VA,VA,268.0,648.0
4090,4090,5272,99.52,9.952,14.0,F,Alexandria VA,VA,56.0,83.0
4091,4091,3745,94.3,9.43,28.0,F,Washington DC,DC,1149.0,2782.0
4092,4092,7438,108.6,10.86,34.0,F,Bethesda MD,MD,1665.0,2228.0
4093,4093,6161,104.5,10.45,48.0,M,Silver Spring MD,MD,550.0,648.0
4094,4094,5165,99.1,9.91,32.0,F,Washington DC,DC,1146.0,2228.0
4095,4095,5120,98.95,9.895,51.0,F,Hoboken NJ,NJ,166.0,397.0
4096,4096,3162,92.13,9.213,41.0,F,Apo AP,AP,293.0,974.0
4097,4097,1217,82.73,8.273,37.0,F,Baltimore MD,MD,150.0,1367.0
4098,4098,6414,103.98,10.398,25.0,F,Gaithersburg MD,MD,1952.0,2782.0
4099,4099,1926,86.9,8.69,50.0,F,Phoenix MD,MD,60.0,397.0
4100,4100,4963,98.38,9.838,39.0,F,Sarasota FL,FL,661.0,1367.0
4101,4101,5390,99.97,9.997,37.0,F,New York NY,NY,725.0,1367.0
4102,4102,8113,113.02,11.302,34.0,F,Woodbridge VA,VA,1833.0,2228.0
4103,4103,6384,103.88,10.388,40.0,F,Bristow VA,VA,613.0,974.0
4104,4104,3474,86.85,8.685,45.0,M,Sterling VA,VA,305.0,648.0
4105,4105,6008,102.37,10.237,24.0,F,Washington DC,DC,707.0,974.0
4106,4106,4833,94.33,9.433,30.0,M,Washington DC,DC,1035.0,1490.0
4107,4107,3526,87.07,8.707,53.0,M,Lorton VA,VA,224.0,483.0
4108,4108,2285,80.18,8.017999999999999,25.0,M,Arlington VA,VA,551.0,1457.0
4109,4109,6063,103.45,10.345,31.0,M,Catonsville MD,MD,1287.0,1490.0
4110,4110,5111,95.98,9.598,23.0,M,Arlington VA,VA,265.0,347.0
4111,4111,1687,76.83,7.683,28.0,M,Pasadena MD,MD,407.0,1457.0
4112,4112,239,62.8,6.28,42.0,M,Washington DC,DC,21.0,931.0
4113,4113,776,79.27,7.927,29.0,F,Arlington VA,VA,256.0,2782.0
4114,4114,1002,72.02,7.202000000000001,17.0,M,Brick NJ,NJ,19.0,66.0
4115,4115,1262,83.1,8.31,26.0,F,Winchester VA,VA,410.0,2782.0
4116,4116,2150,87.87,8.787,40.0,F,Brooklyn NY,NY,213.0,974.0
4117,4117,906,71.18,7.1179999999999986,35.0,M,Alexandria VA,VA,122.0,1093.0
4118,4118,434,75.48,7.547999999999999,45.0,F,Washington DC,DC,20.0,554.0
4119,4119,1163,73.27,7.327000000000001,29.0,M,Washington DC,DC,277.0,1457.0
4120,4120,4382,96.45,9.645,34.0,F,Fairfax VA,VA,963.0,2228.0
4121,4121,2309,88.53,8.853,29.0,F,Washington DC,DC,732.0,2782.0
4122,4122,4724,93.63,9.363,32.0,M,Washington DC,DC,1012.0,1490.0
4123,4123,5514,98.67,9.867,28.0,M,Arlington VA,VA,1166.0,1457.0
4124,4124,4484,92.22,9.222,74.0,M,Vienna VA,VA,4.0,21.0
4125,4125,297,63.87,6.3870000000000005,25.0,M,Wayne PA,PA,83.0,1457.0
4126,4126,8256,114.08,11.408,26.0,F,Washington DC,DC,2438.0,2782.0
4127,4127,4742,93.75,9.375,35.0,M,Arlington VA,VA,738.0,1093.0
4128,4128,2162,79.48,7.947999999999999,50.0,M,Elizabethtown PA,PA,127.0,483.0
4129,4129,1257,83.07,8.307,28.0,F,New York NY,NY,408.0,2782.0
4130,4130,464,75.83,7.582999999999998,46.0,F,Crofton MD,MD,22.0,554.0
4131,4131,8612,116.87,11.687,28.0,F,Harrisburg PA,PA,2539.0,2782.0
4132,4132,1526,75.87,7.5870000000000015,43.0,M,Manassas VA,VA,180.0,931.0
4133,4133,6642,111.65,11.165,47.0,M,Herndon VA,VA,598.0,648.0
4134,4134,1632,85.45,8.545,33.0,F,Cleveland OH,OH,363.0,2228.0
4135,4135,8792,118.47,11.847,38.0,F,Burke VA,VA,1216.0,1367.0
4136,4136,6873,105.95,10.595,28.0,F,Washington DC,DC,2101.0,2782.0
4137,4137,8965,120.4,12.04,35.0,F,Silver Spring MD,MD,1241.0,1367.0
4138,4138,2791,90.6,9.06,32.0,F,College Park MD,MD,614.0,2228.0
4139,4139,255,72.72,7.272,39.0,F,South Riding VA,VA,20.0,1367.0
4140,4140,4237,95.98,9.598,30.0,F,Washington DC,DC,935.0,2228.0
4141,4141,2017,87.38,8.738,23.0,F,Washington DC,DC,264.0,974.0
4142,4142,4329,91.35,9.135,35.0,M,Laurel MD,MD,673.0,1093.0
4143,4143,5684,101.03,10.103,37.0,F,Lorton VA,VA,766.0,1367.0
4144,4144,4265,90.95,9.095,37.0,M,Sterling VA,VA,661.0,1093.0
4145,4145,3830,94.6,9.46,25.0,F,Alexandria VA,VA,1173.0,2782.0
4146,4146,6683,105.02,10.502,32.0,F,Arlington VA,VA,1491.0,2228.0
4147,4147,5233,96.75,9.675,42.0,M,New Cumberland PA,PA,677.0,931.0
4148,4148,3259,85.7,8.57,31.0,M,Arlington VA,VA,717.0,1490.0
4149,4149,4095,90.03,9.003,43.0,M,Arlington VA,VA,520.0,931.0
4150,4150,4886,98.12,9.812,26.0,F,Washington DC,DC,1520.0,2782.0
4151,4151,1273,83.15,8.315,27.0,F,Pittsburgh PA,PA,413.0,2782.0
4152,4152,6062,103.42,10.342,40.0,M,Waldorf MD,MD,776.0,931.0
4153,4153,4330,91.37,9.137,37.0,M,Washington DC,DC,674.0,1093.0
4154,4154,3121,91.93,9.193,30.0,F,Alexandria VA,VA,672.0,2228.0
4155,4155,4029,95.28,9.528,34.0,F,Chantilly VA,VA,885.0,2228.0
4156,4156,1075,81.72,8.172,35.0,F,Richmond VA,VA,134.0,1367.0
4157,4157,2846,90.85,9.085,48.0,F,Darnestown MD,MD,140.0,554.0
4158,4158,4573,97.13,9.713,26.0,F,Arlington VA,VA,1413.0,2782.0
4159,4159,1084,81.78,8.177999999999999,22.0,F,Arlington DC,DC,152.0,974.0
4160,4160,5326,97.37,9.737,24.0,M,Evans GA,GA,279.0,347.0
4161,4161,865,79.97,7.997000000000001,35.0,F,Arlington VA,VA,104.0,1367.0
4162,4162,6675,104.98,10.498,39.0,F,Rehoboth Beach DE,DE,901.0,1367.0
4163,4163,1453,84.38,8.437999999999999,30.0,F,Lanham MD,MD,326.0,2228.0
4164,4164,2108,87.73,8.773,24.0,F,College Park MD,MD,274.0,974.0
4165,4165,7577,109.52,10.952,54.0,F,Fairfax VA,VA,294.0,397.0
4166,4166,1923,78.22,7.822,45.0,M,Arlington VA,VA,166.0,648.0
4167,4167,915,80.45,8.045,40.0,F,Washington DC,DC,82.0,974.0
4168,4168,1617,85.38,8.538,20.0,F,Emerson NJ,NJ,210.0,974.0
4169,4169,311,73.52,7.352,37.0,F,Washington DC,DC,32.0,1367.0
4170,4170,2106,79.17,7.917000000000002,30.0,M,Derwood MD,MD,464.0,1490.0
4171,4171,5692,101.05,10.105,32.0,F,Washington DC,DC,1266.0,2228.0
4172,4172,5897,101.88,10.188,28.0,M,Washintgon DC,DC,1241.0,1457.0
4173,4173,7007,106.55,10.655,30.0,F,New York NY,NY,1565.0,2228.0
4174,4174,3695,87.88,8.788,36.0,M,Fairfax VA,VA,568.0,1093.0
4175,4175,4257,90.9,9.09,33.0,M,Washington DC,DC,918.0,1490.0
4176,4176,5137,96.17,9.617,24.0,M,Houston TX,TX,268.0,347.0
4177,4177,6436,104.05,10.405,23.0,F,Harrisonburg VA,VA,741.0,974.0
4178,4178,3267,85.75,8.575,31.0,M,Ann Arbor MI,MI,722.0,1490.0
4179,4179,2401,88.9,8.89,23.0,F,Springfield VA,VA,308.0,974.0
4180,4180,2073,79.03,7.903,41.0,M,Burke VA,VA,262.0,931.0
4181,4181,886,80.23,8.023,57.0,F,Atlanta GA,GA,10.0,236.0
4182,4182,8495,115.68,11.568,27.0,F,Alexandria VA,VA,2509.0,2782.0
4183,4183,3550,93.67,9.367,37.0,F,Maple Glen PA,PA,472.0,1367.0
4184,4184,1426,75.3,7.53,36.0,M,Lawrence KS,KS,213.0,1093.0
4185,4185,2184,79.63,7.962999999999999,42.0,M,Darnestown MD,MD,273.0,931.0
4186,4186,7761,110.57,11.057,25.0,F,Washington DC,DC,2324.0,2782.0
4187,4187,5237,96.8,9.68,37.0,M,Washington DC,DC,815.0,1093.0
4188,4188,6748,105.32,10.532,51.0,F,State College PA,PA,232.0,397.0
4189,4189,9324,126.85,12.685,40.0,F,Tallahassee FL,FL,929.0,974.0
4190,4190,3331,86.1,8.61,29.0,M,Knightdale NC,NC,745.0,1457.0
4191,4191,3710,94.2,9.42,37.0,F,Arlington VA,VA,501.0,1367.0
