age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,target
38,blue-collar,married,secondary,0,1005,0,0,20,jun,1.27,12,-1,0,unknown,no
35,blue-collar,married,primary,0,14,1,0,20,jun,0.58,1,-1,0,unknown,no
55,services,divorced,secondary,0,1735,0,0,20,jun,6.25,2,-1,0,unknown,no
47,services,divorced,secondary,0,287,0,0,20,jun,1.05,1,-1,0,unknown,no
52,management,married,tertiary,0,0,0,0,20,jun,2.77,1,-1,0,unknown,no
41,blue-collar,single,primary,0,-206,0,0,20,jun,5.7,1,-1,0,unknown,no
36,blue-collar,married,secondary,0,0,0,0,20,jun,5.53,3,-1,0,unknown,no
56,retired,married,secondary,0,878,0,0,20,jun,2.05,3,-1,0,unknown,no
53,services,divorced,secondary,0,-223,0,0,20,jun,2.67,1,-1,0,unknown,no
57,retired,married,primary,0,1466,0,0,20,jun,5.43,1,-1,0,unknown,no
56,management,married,secondary,0,3164,0,0,20,jun,4.08,3,-1,0,unknown,no
44,management,married,tertiary,0,2400,0,0,20,jun,1.37,1,-1,0,unknown,no
40,management,married,secondary,0,408,1,0,20,jun,0.62,4,-1,0,unknown,no
41,technician,married,tertiary,0,0,0,0,20,jun,1.58,1,-1,0,unknown,no
47,self-employed,married,primary,0,2559,0,0,20,jun,6.23,1,-1,0,unknown,no
36,self-employed,single,tertiary,0,977,0,0,20,jun,2.87,2,-1,0,unknown,no
45,blue-collar,married,primary,0,0,0,1,20,jun,1.23,2,-1,0,unknown,no
48,management,married,secondary,0,3260,0,0,20,jun,1.85,3,-1,0,unknown,no
46,housemaid,married,primary,0,296,1,0,20,jun,3.42,4,-1,0,unknown,no
27,admin.,married,secondary,0,-48,1,0,20,jun,2.8,2,-1,0,unknown,no
38,management,married,tertiary,0,0,1,0,20,jun,3.52,2,-1,0,unknown,no
60,technician,married,secondary,0,0,0,0,20,jun,1.75,2,-1,0,unknown,no
25,blue-collar,married,secondary,0,-306,1,0,20,jun,8.9,3,-1,0,unknown,no
37,blue-collar,married,secondary,0,43,1,0,20,jun,4.17,3,-1,0,unknown,no
41,management,married,secondary,1,-771,0,1,20,jun,5.72,2,-1,0,unknown,no
42,technician,married,tertiary,0,-215,0,0,20,jun,26.22,5,-1,0,unknown,yes
56,self-employed,married,secondary,0,549,0,1,20,jun,3.02,2,-1,0,unknown,no
47,technician,married,secondary,0,302,1,0,20,jun,1.48,3,-1,0,unknown,no
28,services,married,secondary,0,-494,1,0,20,jun,3.87,2,-1,0,unknown,no
49,management,divorced,tertiary,0,557,1,0,20,jun,2.1,5,-1,0,unknown,no
56,retired,married,secondary,0,5879,0,0,20,jun,3.95,3,-1,0,unknown,no
51,management,married,tertiary,0,3045,0,1,20,jun,3.47,2,-1,0,unknown,no
60,blue-collar,married,secondary,0,196,0,0,20,jun,9.72,3,-1,0,unknown,no
50,housemaid,married,primary,0,1098,0,0,20,jun,2.9,3,-1,0,unknown,no
36,blue-collar,single,secondary,0,7123,0,0,20,jun,0.43,17,-1,0,unknown,no
52,blue-collar,married,secondary,0,1500,0,1,20,jun,1.82,3,-1,0,unknown,no
51,retired,married,secondary,0,1295,0,1,20,jun,4.8,2,-1,0,unknown,no
43,admin.,married,secondary,0,672,1,0,20,jun,0.23,6,-1,0,unknown,no
20,student,single,secondary,0,-322,1,0,20,jun,1.22,4,-1,0,unknown,no
36,blue-collar,married,primary,0,44,0,0,20,jun,0.18,2,-1,0,unknown,no
47,services,married,secondary,0,1111,0,0,20,jun,6.92,4,-1,0,unknown,no
39,admin.,single,secondary,0,470,1,0,20,jun,0.73,2,-1,0,unknown,no
53,retired,married,primary,0,3975,0,0,20,jun,0.38,2,-1,0,unknown,no
38,technician,divorced,tertiary,0,348,0,0,20,jun,7.43,1,-1,0,unknown,no
29,blue-collar,single,secondary,0,908,1,0,20,jun,27.72,1,-1,0,unknown,yes
60,other,married,primary,0,4722,0,0,20,jun,7.65,3,-1,0,unknown,no
43,admin.,married,secondary,0,506,0,0,20,jun,6.63,1,-1,0,unknown,no
47,technician,married,tertiary,0,1694,0,1,20,jun,9.33,3,-1,0,unknown,yes
55,housemaid,married,primary,0,16,0,0,20,jun,1.07,1,-1,0,unknown,no
42,admin.,married,secondary,1,-9,0,0,20,jun,4.13,1,-1,0,unknown,no
39,technician,divorced,secondary,0,80,0,0,20,jun,2.07,2,-1,0,unknown,no
51,unemployed,married,secondary,0,495,1,1,20,jun,2.57,8,-1,0,unknown,no
57,management,married,tertiary,0,-92,1,1,20,jun,26.95,1,-1,0,unknown,yes
39,entrepreneur,divorced,tertiary,1,-251,0,0,20,jun,7.02,6,-1,0,unknown,no
60,entrepreneur,married,secondary,0,1393,0,0,20,jun,9.85,6,-1,0,unknown,no
47,self-employed,married,secondary,0,1121,0,0,20,jun,7.57,6,-1,0,unknown,no
37,self-employed,married,secondary,0,1549,1,0,20,jun,2.68,7,-1,0,unknown,no
40,blue-collar,married,primary,0,0,0,0,20,jun,10.3,4,-1,0,unknown,no
38,services,married,secondary,0,293,0,0,20,jun,1.17,2,-1,0,unknown,no
41,blue-collar,married,secondary,0,2067,1,0,20,jun,2,4,-1,0,unknown,no
36,housemaid,single,primary,0,207,0,0,20,jun,24.63,5,-1,0,unknown,no
47,management,married,tertiary,0,33,1,1,20,jun,0.23,25,-1,0,unknown,no
56,blue-collar,married,secondary,0,475,1,1,20,jun,1.83,4,-1,0,unknown,no
46,blue-collar,married,secondary,0,101,1,0,20,jun,0.67,4,-1,0,unknown,no
40,blue-collar,married,secondary,0,188,1,1,20,jun,9.5,2,-1,0,unknown,yes
36,management,divorced,tertiary,0,0,0,0,20,jun,8.65,2,-1,0,unknown,no
44,technician,married,secondary,0,251,0,0,20,jun,0.23,6,-1,0,unknown,no
59,management,married,secondary,0,544,0,0,20,jun,1.12,2,-1,0,unknown,no
54,services,married,secondary,0,515,0,1,20,jun,13.75,2,-1,0,unknown,no
41,self-employed,divorced,tertiary,0,-319,0,0,20,jun,4.38,3,-1,0,unknown,no
38,blue-collar,single,tertiary,0,2885,1,0,20,jun,23.7,10,-1,0,unknown,yes
45,blue-collar,married,primary,0,186,0,0,20,jun,9.23,2,-1,0,unknown,no
34,blue-collar,married,secondary,0,490,1,0,20,jun,0.92,12,-1,0,unknown,no
39,blue-collar,divorced,primary,0,4168,1,0,20,jun,2.87,3,-1,0,unknown,no
37,management,married,tertiary,0,142,0,0,20,jun,9.22,2,-1,0,unknown,no
56,housemaid,married,primary,0,954,0,0,20,jun,1.35,10,-1,0,unknown,no
39,housemaid,divorced,secondary,1,127,0,0,20,jun,2.5,2,-1,0,unknown,no
44,management,divorced,tertiary,0,2237,1,0,20,jun,2.08,2,-1,0,unknown,no
38,blue-collar,married,primary,0,3419,1,0,20,jun,5.4,5,-1,0,unknown,no
47,admin.,married,secondary,1,-57,0,1,20,jun,1.55,2,-1,0,unknown,no
36,technician,married,secondary,0,0,1,0,20,jun,2.6,7,-1,0,unknown,no
32,admin.,single,secondary,0,2326,1,0,20,jun,1.03,3,-1,0,unknown,no
55,other,married,primary,0,2074,0,0,20,jun,0.32,4,-1,0,unknown,no
42,unemployed,married,secondary,0,396,0,1,20,jun,0.78,2,-1,0,unknown,no
49,blue-collar,married,primary,0,2,1,0,20,jun,0.27,20,-1,0,unknown,no
52,self-employed,married,primary,0,-107,1,1,20,jun,2.23,2,-1,0,unknown,no
31,blue-collar,married,secondary,0,1361,1,0,20,jun,2.93,4,-1,0,unknown,no
43,management,married,tertiary,0,177,0,0,20,jun,0.15,18,-1,0,unknown,no
30,admin.,married,secondary,0,685,1,0,20,jun,0.42,3,-1,0,unknown,no
45,management,married,tertiary,0,904,1,1,20,jun,0.23,9,-1,0,unknown,no
42,blue-collar,married,primary,0,161,1,0,20,jun,6.08,3,-1,0,unknown,no
39,blue-collar,married,primary,0,12,0,0,20,jun,3.5,2,-1,0,unknown,no
43,blue-collar,married,primary,0,377,0,1,20,jun,0.18,5,-1,0,unknown,no
37,services,married,secondary,0,0,0,0,20,jun,0.2,14,-1,0,unknown,no
36,blue-collar,single,primary,0,1313,1,0,20,jun,0.13,10,-1,0,unknown,no
37,technician,married,secondary,0,3728,0,0,20,jun,0.92,4,-1,0,unknown,no
36,blue-collar,single,primary,0,79,0,0,20,jun,0.15,3,-1,0,unknown,no
59,retired,divorced,secondary,0,0,0,0,20,jun,0.22,5,-1,0,unknown,no
35,self-employed,married,secondary,0,273,0,0,20,jun,0.47,4,-1,0,unknown,no
54,housemaid,divorced,tertiary,0,1241,0,0,20,jun,0.28,5,-1,0,unknown,no
54,self-employed,divorced,tertiary,0,1323,0,0,20,jun,0.78,4,-1,0,unknown,no
37,blue-collar,single,secondary,0,3876,0,0,20,jun,0.13,12,-1,0,unknown,no
56,blue-collar,married,primary,0,3643,0,0,20,jun,0.18,3,-1,0,unknown,no
58,retired,married,primary,0,741,0,0,20,jun,1.35,2,-1,0,unknown,no
39,blue-collar,married,secondary,0,3832,1,0,20,jun,0.23,13,-1,0,unknown,no
38,management,divorced,tertiary,0,155,1,0,20,jun,0.42,26,-1,0,unknown,no
45,unemployed,divorced,secondary,0,5163,0,0,20,jun,0.15,2,-1,0,unknown,no
42,blue-collar,married,secondary,0,494,0,0,20,jun,2.57,2,-1,0,unknown,no
37,blue-collar,married,primary,0,1779,1,0,20,jun,0.57,3,-1,0,unknown,no
39,unemployed,married,secondary,0,1654,0,0,20,jun,4.4,6,-1,0,unknown,no
52,technician,married,secondary,0,2206,1,0,20,jun,0.33,18,-1,0,unknown,no
42,management,divorced,tertiary,0,0,0,0,20,jun,1.42,2,-1,0,unknown,no
47,services,married,secondary,0,505,0,0,20,jun,2.53,3,-1,0,unknown,no
24,technician,single,primary,0,126,1,0,20,jun,0.17,58,-1,0,unknown,no
52,services,married,primary,0,911,0,0,20,jun,0.48,2,-1,0,unknown,no
38,technician,single,tertiary,0,1113,0,0,20,jun,0.57,4,-1,0,unknown,no
34,blue-collar,married,primary,0,0,1,1,20,jun,0.57,29,-1,0,unknown,no
29,admin.,single,secondary,0,-498,1,0,20,jun,0.28,14,-1,0,unknown,no
49,technician,divorced,secondary,0,3394,1,0,20,jun,0.23,22,-1,0,unknown,no
56,blue-collar,divorced,primary,0,0,0,0,20,jun,2.23,10,-1,0,unknown,no
47,management,married,tertiary,0,2820,0,0,20,jun,1.53,3,-1,0,unknown,no
48,management,divorced,tertiary,0,0,0,0,20,jun,0.43,3,-1,0,unknown,no
40,services,married,primary,0,258,0,0,20,jun,0.23,13,-1,0,unknown,no
47,technician,married,secondary,0,44,0,0,20,jun,0.25,3,-1,0,unknown,no
38,blue-collar,single,secondary,0,530,0,0,20,jun,0.28,6,-1,0,unknown,no
44,management,married,tertiary,0,1286,1,0,20,jun,4.47,3,-1,0,unknown,no
38,technician,single,secondary,0,258,0,1,20,jun,9.78,2,-1,0,unknown,no
46,management,married,tertiary,0,974,1,0,20,jun,10.87,3,-1,0,unknown,no
36,services,single,secondary,0,760,0,0,20,jun,0.15,13,-1,0,unknown,no
51,management,married,tertiary,0,-265,1,0,20,jun,7.25,4,-1,0,unknown,no
41,blue-collar,divorced,primary,0,1498,0,0,20,jun,0.17,2,-1,0,unknown,no
51,services,married,secondary,0,325,1,0,20,jun,2.05,4,-1,0,unknown,no
35,unemployed,divorced,primary,0,118,0,0,20,jun,0.2,4,-1,0,unknown,no
50,technician,married,secondary,0,1088,1,0,20,jun,2.98,21,-1,0,unknown,no
53,entrepreneur,married,tertiary,0,77,0,0,20,jun,0.22,3,-1,0,unknown,no
55,technician,single,secondary,0,11,0,0,20,jun,0.23,2,-1,0,unknown,no
48,technician,married,secondary,0,71,0,0,20,jun,8.73,4,-1,0,unknown,no
57,technician,divorced,secondary,0,1168,0,0,20,jun,1.23,5,-1,0,unknown,no
48,blue-collar,divorced,primary,0,2677,0,0,20,jun,0.38,3,-1,0,unknown,no
41,technician,married,secondary,0,0,0,0,20,jun,14.17,3,-1,0,unknown,no
42,management,single,tertiary,0,-56,1,0,20,jun,2.1,14,-1,0,unknown,no
24,unemployed,single,tertiary,0,39,1,0,20,jun,0.25,3,-1,0,unknown,no
52,blue-collar,married,primary,0,649,1,1,20,jun,0.12,20,-1,0,unknown,no
53,blue-collar,married,secondary,0,-214,1,0,20,jun,0.82,4,-1,0,unknown,no
47,management,divorced,tertiary,0,2515,0,0,20,jun,0.67,3,-1,0,unknown,no
36,blue-collar,divorced,secondary,0,853,0,0,20,jun,0.25,12,-1,0,unknown,no
37,services,married,secondary,0,1483,0,0,20,jun,0.53,9,-1,0,unknown,no
60,retired,divorced,tertiary,0,2166,0,0,20,jun,0.13,9,-1,0,unknown,no
51,technician,married,primary,0,1550,0,0,20,jun,0.2,5,-1,0,unknown,no
47,management,married,tertiary,0,3556,1,0,20,jun,2.17,4,-1,0,unknown,no
52,admin.,married,primary,0,64,0,0,20,jun,0.15,5,-1,0,unknown,no
36,admin.,divorced,secondary,0,1573,1,0,20,jun,0.28,10,-1,0,unknown,no
52,retired,divorced,secondary,0,280,0,0,20,jun,0.13,12,-1,0,unknown,no
38,blue-collar,married,primary,0,-522,1,1,20,jun,0.3,22,-1,0,unknown,no
51,housemaid,married,secondary,0,3984,0,0,20,jun,0.12,12,-1,0,unknown,no
48,blue-collar,married,primary,0,1876,1,0,20,jun,0.18,3,-1,0,unknown,no
43,blue-collar,married,secondary,0,-312,1,0,20,jun,0.43,11,-1,0,unknown,no
42,self-employed,married,tertiary,0,1430,1,1,20,jun,0.27,3,-1,0,unknown,no
52,management,divorced,tertiary,0,-297,1,0,20,jun,0.18,21,-1,0,unknown,no
43,self-employed,married,tertiary,0,819,0,0,20,jun,4.75,4,-1,0,unknown,no
37,blue-collar,married,primary,0,5052,1,0,20,jun,0.62,3,-1,0,unknown,no
43,blue-collar,married,primary,0,-59,1,0,20,jun,3.42,5,-1,0,unknown,no
36,admin.,married,secondary,0,976,0,0,20,jun,6.8,5,-1,0,unknown,no
33,other,married,tertiary,0,0,1,0,20,jun,0.45,16,-1,0,unknown,no
29,technician,single,secondary,0,142,1,1,20,jun,5.2,2,-1,0,unknown,no
38,management,married,tertiary,0,6209,0,0,20,jun,0.77,10,-1,0,unknown,no
42,housemaid,divorced,secondary,0,3253,0,0,20,jun,0.3,7,-1,0,unknown,no
46,services,divorced,secondary,0,0,0,0,20,jun,17.05,3,-1,0,unknown,yes
40,admin.,married,secondary,0,-283,0,0,20,jun,4.22,2,-1,0,unknown,no
41,housemaid,married,primary,0,188,1,1,20,jun,0.17,14,-1,0,unknown,no
43,admin.,single,secondary,0,985,1,1,20,jun,0.85,19,-1,0,unknown,no
37,blue-collar,single,tertiary,0,344,0,0,20,jun,6.78,2,-1,0,unknown,no
45,services,divorced,primary,0,3854,1,0,20,jun,0.17,3,-1,0,unknown,no
44,entrepreneur,divorced,secondary,0,456,0,0,20,jun,1.83,3,-1,0,unknown,no
49,services,divorced,secondary,0,947,0,0,20,jun,13.47,2,-1,0,unknown,yes
38,management,married,tertiary,0,6999,0,0,20,jun,0.18,2,-1,0,unknown,no
38,blue-collar,married,secondary,0,-627,1,1,20,jun,2.93,4,-1,0,unknown,no
51,admin.,married,tertiary,0,4655,0,0,20,jun,0.73,4,-1,0,unknown,no
45,management,married,secondary,0,625,0,0,20,jun,0.22,3,-1,0,unknown,no
41,management,married,tertiary,0,15,0,0,20,jun,0.22,5,-1,0,unknown,no
46,management,married,tertiary,0,5464,0,0,20,jun,1.32,4,-1,0,unknown,no
52,blue-collar,single,primary,0,3421,0,0,20,jun,3.53,8,-1,0,unknown,no
57,blue-collar,married,primary,0,1592,0,1,20,jun,1.3,4,-1,0,unknown,no
50,technician,married,secondary,0,213,1,1,20,jun,1.45,2,-1,0,unknown,no
43,blue-collar,single,secondary,0,740,1,0,20,jun,9.75,2,-1,0,unknown,yes
43,blue-collar,married,primary,0,-41,0,0,20,jun,0.13,3,-1,0,unknown,no
42,blue-collar,married,secondary,0,671,1,0,20,jun,0.17,29,-1,0,unknown,no
55,services,single,secondary,0,1539,0,0,20,jun,1.08,2,-1,0,unknown,no
47,entrepreneur,married,tertiary,0,1855,0,0,20,jun,2.15,3,-1,0,unknown,no
55,retired,married,secondary,0,241,1,0,20,jun,0.23,6,-1,0,unknown,no
38,technician,married,secondary,0,1409,1,0,20,jun,0.15,14,-1,0,unknown,no
55,management,married,tertiary,0,4777,0,1,20,jun,0.2,3,-1,0,unknown,no
53,management,married,secondary,0,4601,1,0,20,jun,1.67,4,-1,0,unknown,no
31,admin.,single,secondary,0,1016,1,0,20,jun,0.15,5,-1,0,unknown,no
31,services,married,secondary,0,356,1,0,20,jun,3.8,5,-1,0,unknown,no
45,management,married,tertiary,0,655,0,0,20,jun,11.55,3,-1,0,unknown,yes
35,services,married,secondary,0,2672,0,0,20,jun,0.13,10,-1,0,unknown,no
36,blue-collar,married,secondary,0,1132,1,1,20,jun,4.3,2,-1,0,unknown,no
39,admin.,single,secondary,0,6512,0,0,20,jun,0.27,6,-1,0,unknown,no
52,services,divorced,secondary,0,765,1,0,20,jun,0.45,3,-1,0,unknown,no
39,entrepreneur,married,tertiary,0,3,0,0,20,jun,0.2,14,-1,0,unknown,no
50,entrepreneur,married,primary,1,537,1,0,20,jun,0.18,15,-1,0,unknown,no
38,blue-collar,married,secondary,0,2685,0,0,20,jun,0.37,12,-1,0,unknown,no
60,management,married,tertiary,0,651,0,0,20,jun,2.58,2,-1,0,unknown,no
59,blue-collar,married,primary,0,2814,0,0,20,jun,1.35,3,-1,0,unknown,no
39,technician,married,secondary,0,2765,1,1,20,jun,1.93,3,-1,0,unknown,no
36,admin.,single,secondary,0,449,1,0,20,jun,2.27,3,-1,0,unknown,no
57,other,single,secondary,0,316,0,0,20,jun,0.13,7,-1,0,unknown,no
40,admin.,single,secondary,0,142,0,1,20,jun,0.23,3,-1,0,unknown,no
39,services,divorced,secondary,0,1062,1,0,20,jun,0.17,4,-1,0,unknown,no
41,entrepreneur,divorced,secondary,0,1588,1,1,20,jun,0.17,8,-1,0,unknown,no
27,blue-collar,single,primary,0,553,1,0,20,jun,2.62,3,-1,0,unknown,no
46,technician,divorced,tertiary,0,7318,0,0,20,jun,0.18,5,-1,0,unknown,no
55,admin.,divorced,secondary,0,166,0,0,20,jun,1.4,4,-1,0,unknown,no
36,management,divorced,tertiary,0,563,0,0,20,jun,0.17,4,-1,0,unknown,no
43,admin.,married,secondary,0,-879,1,0,20,jun,3.32,4,-1,0,unknown,no
54,technician,single,tertiary,0,3233,0,0,20,jun,0.28,3,-1,0,unknown,no
43,admin.,married,secondary,0,0,0,0,20,jun,13.4,12,-1,0,unknown,no
60,management,married,tertiary,0,3895,0,1,20,jun,0.47,8,-1,0,unknown,no
58,services,married,secondary,0,0,0,0,20,jun,4.02,3,-1,0,unknown,no
51,management,married,tertiary,0,1069,0,0,20,jun,0.45,7,-1,0,unknown,no
57,blue-collar,married,primary,0,8403,0,0,20,jun,0.18,11,-1,0,unknown,no
42,admin.,single,secondary,0,1601,0,0,20,jun,0.38,2,-1,0,unknown,no
51,retired,single,primary,0,604,0,0,20,jun,0.72,2,-1,0,unknown,no
34,blue-collar,married,primary,0,455,1,0,20,jun,6.2,3,-1,0,unknown,no
36,technician,single,secondary,0,129,1,0,20,jun,3.33,7,-1,0,unknown,no
56,blue-collar,married,secondary,0,277,0,0,20,jun,0.15,13,-1,0,unknown,no
29,management,single,tertiary,0,1422,1,1,20,jun,0.48,27,-1,0,unknown,no
32,management,single,tertiary,0,1804,1,0,20,jun,1.22,3,-1,0,unknown,no
32,blue-collar,married,primary,0,209,1,1,20,jun,0.13,31,-1,0,unknown,no
39,blue-collar,married,secondary,0,281,0,0,20,jun,1.3,7,-1,0,unknown,no
53,retired,divorced,secondary,0,797,0,0,20,jun,0.23,6,-1,0,unknown,no
35,services,married,secondary,0,322,1,1,20,jun,9.83,4,-1,0,unknown,no
49,technician,married,tertiary,0,6138,0,0,20,jun,1.67,3,-1,0,unknown,no
36,self-employed,married,tertiary,0,682,1,0,20,jun,0.22,10,-1,0,unknown,no
49,blue-collar,married,primary,0,4134,0,0,20,jun,0.67,2,-1,0,unknown,no
47,blue-collar,married,primary,0,643,1,0,20,jun,0.3,6,-1,0,unknown,no
30,technician,single,secondary,0,157,1,0,20,jun,1.23,3,-1,0,unknown,no
43,management,married,tertiary,0,445,0,1,20,jun,3.27,4,-1,0,unknown,no
24,management,married,secondary,0,867,1,0,20,jun,9.1,10,-1,0,unknown,yes
49,technician,divorced,secondary,0,1669,1,0,20,jun,0.57,3,-1,0,unknown,no
41,technician,single,secondary,0,1147,1,0,20,jun,0.28,10,-1,0,unknown,no
44,technician,married,secondary,0,5597,0,0,20,jun,0.45,3,-1,0,unknown,no
54,retired,divorced,primary,0,22,0,0,20,jun,0.38,4,-1,0,unknown,no
41,entrepreneur,married,tertiary,0,306,1,0,20,jun,1.7,3,-1,0,unknown,no
53,housemaid,married,primary,0,3166,0,0,20,jun,0.23,12,-1,0,unknown,no
30,admin.,married,secondary,0,-1049,1,0,20,jun,2.67,2,-1,0,unknown,no
40,retired,single,secondary,0,1400,0,0,20,jun,0.33,7,-1,0,unknown,no
58,management,married,tertiary,0,0,0,0,20,jun,0.37,4,-1,0,unknown,no
40,blue-collar,married,primary,0,4,0,0,20,jun,4.78,9,-1,0,unknown,no
39,blue-collar,married,secondary,0,-1002,1,0,20,jun,0.15,5,-1,0,unknown,no
37,admin.,married,secondary,0,0,1,0,20,jun,0.43,6,-1,0,unknown,no
53,self-employed,divorced,secondary,0,1287,0,0,20,jun,0.2,3,-1,0,unknown,no
57,retired,married,secondary,0,1794,0,1,20,jun,0.22,3,-1,0,unknown,no
60,admin.,married,secondary,0,2058,0,0,20,jun,0.8,10,-1,0,unknown,no
35,management,married,tertiary,0,1256,1,0,20,jun,0.43,29,-1,0,unknown,no
44,blue-collar,married,primary,0,-312,1,0,20,jun,0.37,3,-1,0,unknown,no
58,retired,married,tertiary,0,324,0,0,20,jun,0.22,4,-1,0,unknown,no
47,blue-collar,married,secondary,0,480,0,0,20,jun,0.15,6,-1,0,unknown,no
42,blue-collar,married,primary,0,832,0,0,20,jun,0.22,14,-1,0,unknown,no
58,management,married,tertiary,0,1697,0,0,20,jun,0.92,2,-1,0,unknown,no
44,admin.,married,secondary,0,10,0,0,20,jun,0.87,2,-1,0,unknown,no
49,services,married,secondary,0,-106,0,1,20,jun,0.17,13,-1,0,unknown,no
38,blue-collar,married,secondary,0,5,0,1,20,jun,0.23,8,-1,0,unknown,no
39,admin.,divorced,secondary,0,1022,1,0,20,jun,0.33,3,-1,0,unknown,no
54,blue-collar,married,secondary,0,153,0,0,20,jun,0.12,12,-1,0,unknown,no
53,retired,divorced,primary,0,1126,0,0,20,jun,1.53,3,-1,0,unknown,no
47,management,married,tertiary,0,1105,0,0,20,jun,3,6,-1,0,unknown,no
53,admin.,married,secondary,0,3765,0,0,20,jun,18.23,3,-1,0,unknown,yes
41,technician,married,secondary,0,0,0,0,20,jun,4.45,2,-1,0,unknown,no
39,technician,married,secondary,0,376,0,0,20,jun,2.67,3,-1,0,unknown,no
42,technician,married,secondary,0,2980,0,0,20,jun,1.68,3,-1,0,unknown,no
50,management,married,tertiary,0,536,0,0,20,jun,1.25,3,-1,0,unknown,no
45,technician,married,secondary,0,0,1,1,20,jun,0.13,5,-1,0,unknown,no
28,management,single,secondary,0,311,1,0,20,jun,0.38,13,-1,0,unknown,no
51,admin.,single,secondary,0,2685,0,0,20,jun,1.3,2,-1,0,unknown,no
23,services,married,secondary,0,-19,1,0,20,jun,0.22,10,-1,0,unknown,no
26,student,single,secondary,0,715,1,0,20,jun,0.52,10,-1,0,unknown,no
38,technician,single,secondary,0,455,1,0,20,jun,0.6,5,-1,0,unknown,no
54,technician,married,secondary,0,827,0,1,20,jun,4.9,2,-1,0,unknown,no
36,housemaid,married,primary,0,622,0,0,20,jun,0.92,5,-1,0,unknown,no
52,blue-collar,married,secondary,0,1860,0,0,20,jun,8.27,3,-1,0,unknown,no
44,management,married,tertiary,0,786,1,0,20,jun,0.25,7,-1,0,unknown,no
40,services,married,secondary,0,405,0,0,20,jun,1.45,3,-1,0,unknown,no
35,management,single,tertiary,0,996,0,0,20,jun,0.28,2,-1,0,unknown,no
43,management,single,secondary,0,2968,0,0,20,jun,0.5,4,-1,0,unknown,no
52,self-employed,married,primary,0,1750,0,1,20,jun,0.65,5,-1,0,unknown,no
48,management,divorced,tertiary,0,1401,1,0,20,jun,1.2,3,-1,0,unknown,no
50,retired,divorced,secondary,0,4861,0,0,20,jun,1.02,3,-1,0,unknown,no
49,other,married,tertiary,0,325,0,0,20,jun,1.05,15,-1,0,unknown,no
32,blue-collar,married,secondary,0,2526,1,0,20,jun,0.42,8,-1,0,unknown,no
37,entrepreneur,married,tertiary,1,-456,1,1,20,jun,0.7,7,-1,0,unknown,no
45,self-employed,married,secondary,0,845,0,0,20,jun,1.27,4,-1,0,unknown,no
38,services,single,secondary,0,1315,0,0,20,jun,0.38,12,-1,0,unknown,no
46,blue-collar,married,secondary,0,137,0,0,20,jun,4.2,3,-1,0,unknown,no
60,blue-collar,married,primary,0,703,0,0,20,jun,0.4,7,-1,0,unknown,no
54,blue-collar,married,primary,0,1033,0,0,20,jun,2.53,3,-1,0,unknown,no
56,blue-collar,married,secondary,0,3129,0,0,20,jun,0.55,6,-1,0,unknown,no
38,admin.,married,secondary,0,3190,1,0,20,jun,0.33,2,-1,0,unknown,no
45,services,single,secondary,0,1515,0,0,20,jun,0.23,4,-1,0,unknown,no
53,management,married,tertiary,0,4,0,0,20,jun,0.32,6,-1,0,unknown,no
38,blue-collar,married,primary,0,1679,1,0,20,jun,0.35,18,-1,0,unknown,no
44,admin.,married,secondary,0,961,0,0,20,jun,5.23,2,-1,0,unknown,no
42,management,married,tertiary,0,0,1,0,20,jun,0.57,3,-1,0,unknown,no
50,blue-collar,married,secondary,0,278,0,0,20,jun,4.17,3,-1,0,unknown,no
36,management,married,tertiary,0,530,0,0,20,jun,3.68,3,-1,0,unknown,no
42,services,married,secondary,0,548,0,0,20,jun,3.6,2,-1,0,unknown,no
50,technician,married,primary,0,570,0,0,20,jun,0.35,3,-1,0,unknown,no
51,management,married,primary,0,6298,1,0,20,jun,0.23,3,-1,0,unknown,no
53,management,single,tertiary,0,0,0,0,20,jun,1.57,7,-1,0,unknown,no
45,services,married,secondary,0,4,1,0,20,jun,11.82,9,-1,0,unknown,no
50,services,married,secondary,0,901,1,0,20,jun,0.13,6,-1,0,unknown,no
39,admin.,divorced,secondary,0,32,0,1,20,jun,0.13,10,-1,0,unknown,no
42,blue-collar,married,primary,0,0,0,0,20,jun,0.32,2,-1,0,unknown,no
35,management,married,tertiary,0,3083,0,0,20,jun,4.57,9,-1,0,unknown,no
40,blue-collar,married,secondary,0,1009,1,1,20,jun,17.27,5,-1,0,unknown,yes
52,technician,married,secondary,0,945,0,0,20,jun,0.27,8,-1,0,unknown,no
37,services,divorced,primary,1,-475,0,0,20,jun,0.45,5,-1,0,unknown,no
58,self-employed,married,primary,0,728,0,0,20,jun,1.87,4,-1,0,unknown,no
33,admin.,married,secondary,0,-111,1,1,20,jun,0.2,3,-1,0,unknown,no
46,management,married,tertiary,0,1489,1,0,20,jun,6.25,5,-1,0,unknown,no
39,management,married,tertiary,0,0,0,0,20,jun,0.17,4,-1,0,unknown,no
58,blue-collar,married,primary,0,1231,0,0,20,jun,0.35,3,-1,0,unknown,no
29,admin.,single,tertiary,0,507,1,0,20,jun,0.33,33,-1,0,unknown,no
53,management,married,primary,0,4086,0,0,20,jun,0.23,3,-1,0,unknown,no
43,management,married,tertiary,0,1451,1,0,20,jun,0.18,12,-1,0,unknown,no
